id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
15;II;human;1;[1, 1];equation_4;0:9;0:9;False;False;False;math;False;
15;II;human;2;[2, 2];result_3;0:17;0:17;False;False;False;False;False;
15;II;human;3;[1, 3];equation_1;0:19;0:19;False;False;False;False;False;
15;II;human;4;[1, 1];equation_4;0:22;0:22;False;False;False;False;False;
15;II;human;5;[0, 2];argentina;0:24;0:24;False;False;False;False;False;
15;II;human;6;[3, 3];result_2;0:25;0:25;False;False;False;math;False;
15;II;human;7;[3, 0];equation_2;0:26;0:26;False;False;False;math;False;
15;II;human;8;[1, 3];equation_1;0:27;0:27;False;False;False;math;False;
15;II;human;9;[2, 3];france;0:28;0:28;False;False;False;False;False;
15;II;human;10;[0, 0];italy;0:30;0:30;False;False;False;geography;False;
15;II;human;11;[0, 3];rome;0:30;0:30;False;False;False;False;False;
15;II;human;12;[0, 0];italy;0:31;0:31;True;False;False;False;False;
15;II;human;13;[0, 2];argentina;0:33;0:2;False;False;False;False;False;
15;II;human;14;[2, 1];madrid;0:35;0:4;False;False;False;geography;False;
15;II;human;15;[3, 2];spain;0:35;0:4;False;False;False;False;False;
15;II;human;16;[2, 1];madrid;0:36;0:5;True;False;False;False;False;
15;II;human;17;[1, 0];equation_3;0:38;0:2;False;False;False;False;False;
15;II;human;18;[2, 2];result_3;0:40;0:4;True;False;False;False;False;
15;II;human;19;[0, 1];paris;0:42;0:1;False;False;False;False;False;
15;II;human;20;[3, 3];result_2;0:43;0:3;False;False;False;math;False;
15;II;human;21;[3, 0];equation_2;0:43;0:3;False;False;False;False;False;
15;II;human;22;[3, 3];result_2;0:45;0:5;True;False;False;math;False;
15;II;human;23;[2, 3];france;0:45;0:0;False;False;False;geography;False;
15;II;human;24;[0, 1];paris;0:45;0:0;True;False;False;geography;False;
15;II;human;25;[2, 0];result_1;0:46;0:1;False;False;False;math;False;
15;II;human;26;[3, 1];buenos_aires;0:46;0:1;False;False;False;False;False;
15;II;human;27;[1, 3];equation_1;0:47;0:2;False;False;False;math;False;
15;II;human;28;[2, 0];result_1;0:48;0:3;True;False;False;math;False;
15;II;human;29;[0, 2];argentina;0:48;0:0;False;False;False;geography;False;
15;II;human;30;[3, 1];buenos_aires;0:48;0:0;True;False;False;False;False;
15;II;human;31;[1, 1];equation_4;0:49;0:1;False;False;False;False;False;
15;II;human;32;[1, 2];result_4;0:50;0:2;True;True;False;False;False;
