id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
13;CS1;human;1;[0, 3];paris;00:01;00:01;False;False;False;False;False;
13;CS1;human;2;[2, 1];equation_2;00:02;00:02;False;False;False;False;False;
13;CS1;human;3;[3, 3];spain;00:03;00:03;False;False;False;geography;False;
13;CS1;human;4;[0, 1];equation_1;00:07;00:07;False;False;False;math;False;
13;CS1;human;5;[2, 1];equation_2;00:09;00:09;False;False;False;False;False;
13;CS1;human;6;[1, 3];result_3;00:13;00:13;False;False;False;False;False;
13;CS1;human;7;[2, 2];buenos_aires;00:17;00:17;False;False;False;False;False;
13;CS1;human;8;[0, 3];paris;00:18;00:18;False;False;False;False;False;
13;CS1;human;9;[3, 0];result_4;00:21;00:21;False;False;False;math;False;
13;CS1;human;10;[1, 0];result_2;00:22;00:22;False;False;False;math;False;
13;CS1;human;11;[2, 1];equation_2;00:23;00:23;False;False;False;math;False;
13;CS1;human;12;[1, 0];result_2;00:23;00:23;True;False;False;False;False;
13;CS1;math;13;[1, 1];france;00:28;00:05;False;False;False;False;False;math
13;CS1;human;14;[0, 3];paris;00:31;00:08;True;False;False;geography;False;
13;CS1;geography;15;[1, 2];equation_4;00:32;00:01;False;False;False;False;False;geography
13;CS1;geography;16;[2, 2];buenos_aires;00:33;00:02;False;False;False;False;False;geography
13;CS1;human;17;[2, 2];buenos_aires;00:39;00:08;False;False;False;False;False;
13;CS1;human;18;[3, 1];argentina;00:42;00:11;True;False;False;False;False;
13;CS1;human;19;[0, 1];equation_1;00:48;00:06;False;False;False;False;False;
13;CS1;human;20;[0, 2];rome;00:53;00:11;False;False;False;False;False;
13;CS1;human;21;[1, 2];equation_4;00:57;00:15;False;False;False;math;False;
13;CS1;human;22;[3, 0];result_4;00:59;00:17;True;False;False;False;False;
13;CS1;math;23;[0, 0];madrid;01:03;00:04;False;False;False;False;False;math
13;CS1;math;24;[1, 3];result_3;01:04;00:05;False;False;False;math;False;math
13;CS1;human;25;[2, 0];equation_3;01:07;00:08;False;False;False;math;False;
13;CS1;human;26;[0, 1];equation_1;01:13;00:14;False;False;False;math;False;
13;CS1;human;27;[2, 3];result_1;01:15;00:16;False;False;False;math;False;
13;CS1;human;28;[3, 2];italy;01:22;00:23;False;False;False;geography;False;geography
13;CS1;human;29;[0, 0];madrid;01:25;00:26;False;False;False;geography;False;
13;CS1;human;30;[2, 3];result_1;01:28;00:29;False;False;True;False;False;
13;CS1;human;31;[2, 3];italy;01:32;00:33;False;False;False;geography;False;
13;CS1;human;32;[0, 2];result_1;01:33;00:34;False;False;False;math;False;
13;CS1;human;33;[0, 1];spain;01:34;00:35;False;False;False;False;False;
13;CS1;human;34;[3, 2];result_3;01:38;00:39;False;False;False;math;False;
13;CS1;human;35;[3, 3];rome;01:38;00:39;False;False;False;geography;False;
13;CS1;human;36;[2, 3];italy;01:38;00:39;True;False;False;geography;False;
13;CS1;math;37;[1, 3];madrid;01:39;00:01;False;False;False;geography;False;math
13;CS1;human;38;[0, 1];spain;01:42;00:04;True;False;False;geography;False;
13;CS1;geography;39;[0, 0];equation_3;01:44;00:02;False;False;False;math;False;geography
13;CS1;human;40;[0, 2];result_1;01:48;00:06;False;False;True;False;False;
13;CS1;human;41;[3, 2];result_1;01:50;00:08;False;False;False;math;False;
13;CS1;human;42;[2, 0];result_3;01:50;00:08;False;False;False;math;False;
13;CS1;human;43;[0, 2];equation_1;01:51;00:09;False;False;False;False;False;
13;CS1;human;44;[2, 0];result_3;01:54;00:12;False;False;True;False;False;
13;CS1;geography;45;[0, 2];equation_3;01:56;00:14;False;False;False;math;False;geography
13;CS1;human;46;[0, 0];equation_1;01:59;00:17;False;False;False;math;False;
13;CS1;human;47;[3, 2];result_3;02:00;00:18;False;False;False;False;False;
13;CS1;math;49;[2, 0];result_3;02:06;00:24;False;False;False;False;False;math
13;CS1;human;50;[0, 2];equation_1;02:08;00:26;False;False;False;False;False;
13;CS1;human;51;[0, 0];result_1;02:11;00:29;False;False;False;math;False;
13;CS1;human;52;[3, 2];equation_3;02:12;00:30;False;False;True;False;False;
13;CS1;human;53;[2, 0];result_1;02:15;00:33;False;False;False;math;False;
13;CS1;human;54;[3, 2];equation_1;02:16;00:34;True;False;False;False;False;
13;CS1;human;55;[0, 2];result_3;02:17;00:01;False;False;False;math;False;
13;CS1;human;56;[0, 0];equation_3;02:17;00:01;True;True;False;False;False;
