id_player;experiment_condition;turn_token;turn_number;position_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
4;CI;human;1;[3, 0];00:06;00:06;False;False;False;False;False;
4;CI;human;2;[1, 0];00:08;00:08;False;False;False;False;False;
4;CI;human;3;[3, 0];00:12;00:12;False;False;False;False;False;
4;CI;human;4;[2, 1];00:13;00:13;False;False;False;False;False;
4;CI;human;5;[3, 1];00:19;00:19;False;False;False;math;False;
4;CI;human;6;[3, 2];00:21;00:21;True;False;False;False;False;
4;CI;human;7;[3, 3];00:42;00:21;False;False;False;geography;False;
4;CI;human;8;[2, 3];00:45;00:24;False;False;False;geography;False;
4;CI;human;9;[2, 0];00:48;00:27;False;False;False;False;False;
4;CI;human;10;[2, 3];00:49;00:28;False;False;False;False;False;
4;CI;human;11;[3, 3];00:51;00:30;False;False;False;False;False;
4;CI;human;12;[2, 0];00:53;00:32;False;False;False;False;False;
4;CI;human;13;[1, 0];00:55;00:34;False;False;False;False;False;
4;CI;human;14;[0, 0];01:00;00:39;False;False;False;False;False;
4;CI;human;15;[0, 1];01:02;00:41;False;False;False;False;False;
4;CI;human;16;[0, 0];01:09;00:48;False;False;True;False;False;
4;CI;human;17;[1, 2];01:11;00:50;False;False;False;False;False;
4;CI;human;18;[3, 0];01:13;00:52;True;False;False;False;False;
4;CI;human;19;[2, 3];01:18;00:05;False;False;False;False;False;
4;CI;human;20;[0, 0];01:24;00:11;False;False;False;False;False;
4;CI;human;21;[2, 1];01:27;00:14;False;False;False;False;False;
4;CI;human;22;[0, 3];01:28;00:15;False;False;False;False;False;
4;CI;human;23;[3, 3];01:30;00:17;False;False;False;False;False;
4;CI;human;24;[1, 3];01:32;00:19;False;False;False;geography;False;
4;CI;human;25;[0, 0];01:32;00:19;False;False;False;math;False;
4;CI;human;26;[1, 0];01:32;00:19;False;False;False;geography;False;
4;CI;geography;27;[0, 3];01:36;00:23;False;False;False;False;False;geography
4;CI;geography;28;[1, 3];01:37;00:24;True;False;False;geography;False;geography
4;CI;human;29;[0, 0];01:39;00:02;False;False;False;False;False;math
4;CI;human;30;[3, 3];01:42;00:05;False;False;False;False;True;math
4;CI;human;31;[0, 1];01:44;00:07;False;False;False;False;False;
4;CI;human;32;[1, 0];01:47;00:10;False;False;True;False;False;
4;CI;human;33;[1, 1];01:49;00:12;False;False;False;False;False;
4;CI;human;34;[2, 2];01:50;00:13;False;False;False;False;False;
4;CI;human;35;[3, 3];01:52;00:15;False;False;False;geography;False;
4;CI;human;36;[0, 2];01:52;00:15;False;False;False;False;False;
4;CI;human;37;[2, 0];01:54;00:17;False;False;False;geography;False;
4;CI;human;38;[0, 0];01:54;00:17;False;False;False;False;False;
4;CI;human;39;[1, 1];01:56;00:19;False;False;False;False;False;
4;CI;human;40;[1, 0];01:58;00:21;False;False;False;False;False;
4;CI;human;41;[1, 0];01:59;00:22;False;False;False;False;False;
4;CI;human;42;[2, 0];02:00;00:23;True;False;False;False;False;
4;CI;human;43;[0, 2];02:03;00:03;False;False;False;False;False;
4;CI;human;44;[2, 2];02:04;00:04;False;False;False;False;False;
4;CI;human;45;[2, 1];02:05;00:05;False;False;False;math;False;
4;CI;math;47;[1, 1];02:07;00:07;False;False;False;geography;False;math
4;CI;human;48;[2, 1];02:12;00:12;False;False;False;False;False;geography
4;CI;human;49;[0, 0];02:13;00:13;False;False;False;geography;False;
4;CI;human;50;[0, 2];02:13;00:13;False;False;False;math;False;
4;CI;human;51;[3, 3];02:18;00:18;False;False;False;math;False;
4;CI;human;52;[1, 1];02:18;00:18;False;False;False;False;False;
4;CI;human;53;[0, 2];02:21;00:21;False;False;False;False;False;
4;CI;human;54;[3, 3];02:22;00:22;True;False;False;math;False;
4;CI;human;55;[2, 3];02:23;00:01;False;False;False;geography;False;
4;CI;human;56;[0, 0];02:23;00:01;False;False;False;geography;False;
4;CI;human;57;[1, 1];02:24;00:02;False;False;False;geography;False;
4;CI;human;58;[2, 3];02:24;00:02;True;False;False;False;False;
4;CI;human;59;[2, 1];02:26;00:02;False;False;False;False;False;
4;CI;human;60;[0, 1];02:27;00:03;False;False;True;False;False;
4;CI;human;61;[2, 2];02:28;00:04;False;False;False;geography;False;
4;CI;human;62;[2, 1];02:28;00:04;False;False;False;False;False;
4;CI;human;63;[0, 1];02:30;00:06;False;False;False;geography;False;
4;CI;human;64;[2, 2];02:30;00:06;True;False;False;geography;False;
4;CI;human;65;[2, 1];02:30;00:00;False;False;False;math;False;
4;CI;human;66;[0, 0];02:30;00:00;True;True;False;False;False;
