id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
10;II;human;1;[0, 0];result_4;0:3;0:3;False;False;False;False;False;
10;II;human;2;[0, 2];equation_3;0:4;0:4;False;False;False;False;False;
10;II;human;3;[0, 1];france;0:6;0:6;False;False;False;False;False;
10;II;human;4;[1, 2];result_2;0:7;0:7;False;False;False;False;False;
10;II;human;5;[0, 3];equation_2;0:11;0:11;False;False;False;math;False;
10;II;human;6;[1, 2];result_2;0:13;0:13;True;False;False;math;False;
10;II;human;7;[2, 2];argentina;0:14;0:1;False;False;False;False;False;
10;II;human;8;[2, 1];rome;0:15;0:2;False;False;False;geography;False;
10;II;human;9;[3, 3];madrid;0:15;0:2;False;False;False;geography;False;
10;II;human;10;[2, 3];equation_1;0:17;0:4;False;False;False;math;False;
10;II;human;11;[2, 0];equation_4;0:18;0:5;False;False;False;False;False;
10;II;human;12;[1, 0];result_3;0:24;0:11;False;False;False;False;False;
10;II;human;13;[3, 0];paris;0:26;0:13;False;False;False;geography;False;
10;II;human;14;[2, 2];argentina;0:26;0:13;False;False;False;False;False;
10;II;human;15;[0, 1];france;0:28;0:15;False;False;False;False;False;
10;II;human;16;[3, 0];paris;0:30;0:17;True;False;False;geography;False;
10;II;human;17;[3, 1];spain;0:31;0:1;False;False;False;geography;False;
10;II;human;18;[3, 2];buenos_aires;0:31;0:1;False;False;False;geography;False;
10;II;human;19;[2, 2];argentina;0:32;0:2;False;False;False;False;False;
10;II;human;20;[3, 2];buenos_aires;0:34;0:4;True;False;False;False;False;
10;II;human;21;[3, 3];madrid;0:35;0:1;False;False;False;False;False;
10;II;human;22;[3, 1];spain;0:36;0:2;True;False;False;geography;False;
10;II;human;23;[1, 0];result_3;0:37;0:1;False;False;False;math;False;
10;II;human;24;[0, 2];equation_3;0:37;0:1;True;False;False;math;False;
10;II;human;25;[0, 0];result_4;0:42;0:5;False;False;False;math;False;
10;II;human;26;[2, 0];equation_4;0:42;0:5;True;False;False;math;False;
10;II;human;27;[1, 1];result_1;0:43;0:1;False;False;False;math;False;
10;II;human;28;[1, 3];italy;0:44;0:2;False;False;False;geography;False;
10;II;human;29;[2, 1];rome;0:45;0:3;False;False;False;False;False;
10;II;human;30;[1, 3];italy;0:47;0:5;True;False;False;False;False;
10;II;human;31;[1, 1];result_1;0:48;0:1;False;False;False;math;False;
10;II;human;32;[2, 3];equation_1;0:48;0:1;True;True;False;False;False;
