id_player;experiment_condition;turn_token;turn_number;position_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
2;CS0;human;1;[0, 0];0:2;0:2;False;False;False;False;False;
2;CS0;human;2;[1, 1];0:4;0:4;False;False;False;False;False;
2;CS0;human;3;[0, 1];0:5;0:5;False;False;False;math;False;
2;CS0;human;4;[0, 2];0:6;0:6;False;False;False;geography;False;
2;CS0;human;5;[0, 3];0:8;0:8;False;False;False;False;False;
2;CS0;human;6;[1, 3];0:11;0:11;False;False;False;False;False;
2;CS0;human;7;[1, 2];0:12;0:12;False;False;False;False;False;
2;CS0;human;8;[2, 2];0:13;0:13;False;False;False;False;False;
2;CS0;human;9;[3, 2];0:15;0:15;False;False;False;math;False;
2;CS0;human;10;[1, 3];0:15;0:15;False;False;False;math;False;
2;CS0;human;11;[3, 0];0:15;0:15;False;False;False;geography;False;
2;CS0;human;12;[3, 2];0:15;0:15;False;False;False;math;False;
2;CS0;human;13;[2, 0];0:16;0:16;False;False;False;math;False;
2;CS0;human;14;[2, 1];0:18;0:18;False;False;False;geography;False;
2;CS0;human;15;[1, 2];0:18;0:18;False;False;False;False;False;
2;CS0;human;16;[2, 1];0:20;0:20;True;False;False;False;False;
2;CS0;human;17;[1, 1];0:22;0:2;False;False;False;False;False;
2;CS0;human;18;[0, 1];0:25;0:5;False;False;False;False;False;
2;CS0;human;19;[1, 0];0:27;0:7;False;False;False;False;False;
2;CS0;human;20;[3, 2];0:29;0:9;False;False;False;False;False;
2;CS0;human;21;[2, 2];0:30;0:10;False;False;False;False;False;
2;CS0;human;22;[1, 0];0:32;0:12;False;False;False;False;False;
2;CS0;human;23;[2, 3];0:33;0:13;False;False;False;False;False;
2;CS0;human;24;[3, 3];0:35;0:15;False;False;False;geography;False;
2;CS0;human;25;[0, 1];0:35;0:15;False;False;False;math;False;
2;CS0;human;26;[2, 0];0:36;0:16;False;False;True;False;False;
2;CS0;human;27;[0, 1];0:38;0:18;False;False;False;False;False;
2;CS0;human;28;[3, 2];0:41;0:21;False;False;False;geography;False;
2;CS0;human;29;[0, 3];0:42;0:22;False;False;False;False;False;
2;CS0;human;30;[1, 0];0:45;0:25;False;False;False;geography;False;
2;CS0;human;31;[2, 3];0:45;0:25;False;False;False;False;False;
2;CS0;human;32;[3, 0];0:48;0:28;False;False;False;False;False;
2;CS0;human;33;[3, 2];0:50;0:30;False;False;False;False;False;
2;CS0;human;34;[2, 3];0:52;0:32;True;False;False;False;False;
2;CS0;human;35;[3, 3];0:56;0:4;False;False;False;False;False;
2;CS0;human;36;[1, 0];0:58;0:6;True;False;False;False;False;
2;CS0;human;37;[0, 2];1:3;0:5;False;False;False;False;False;
2;CS0;human;38;[3, 0];1:5;0:7;True;False;False;geography;False;
2;CS0;human;39;[0, 1];1:5;0:0;False;False;False;math;False;
2;CS0;human;40;[0, 3];1:9;0:4;True;False;False;math;False;
2;CS0;human;41;[0, 0];1:9;0:0;False;False;False;math;False;
2;CS0;human;42;[3, 1];1:10;0:1;False;False;False;False;False;
2;CS0;human;43;[2, 0];1:12;0:3;False;False;False;False;False;
2;CS0;human;44;[1, 3];1:19;0:10;True;False;False;math;False;
2;CS0;human;45;[0, 0];1:19;0:0;False;False;False;math;False;
2;CS0;human;46;[1, 1];1:19;0:0;True;False;False;math;False;
2;CS0;human;47;[2, 2];1:20;0:1;False;False;False;math;False;
2;CS0;human;48;[3, 1];1:20;0:1;True;True;False;False;False;
