id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
16;CC;human;1;[0, 3];paris;00:21;00:21;False;False;False;geography;False;
16;CC;human;2;[3, 3];result_3;00:22;00:22;False;False;False;False;False;
16;CC;human;3;[2, 2];rome;00:25;00:25;False;False;False;False;False;
16;CC;human;4;[2, 1];madrid;00:26;00:26;False;False;False;False;False;
16;CC;human;5;[3, 1];spain;00:28;00:28;False;False;False;False;False;
16;CC;human;6;[3, 0];equation_4;00:30;00:30;False;False;False;False;False;
16;CC;human;7;[0, 0];buenos_aires;00:32;00:32;False;False;False;False;False;
16;CC;human;8;[2, 1];madrid;00:35;00:35;False;False;False;False;False;
16;CC;human;9;[2, 2];rome;00:36;00:36;False;False;False;geography;False;
16;CC;human;10;[0, 0];buenos_aires;00:37;00:37;False;False;False;geography;False;
16;CC;human;11;[1, 0];result_4;00:38;00:38;False;False;False;False;False;
16;CC;human;12;[3, 1];spain;00:40;00:40;False;False;True;False;False;
16;CC;human;13;[3, 3];equation_1;00:43;00:43;False;False;False;False;False;
16;CC;human;14;[3, 2];equation_4;00:48;00:48;False;False;False;False;False;
16;CC;human;15;[3, 1];result_4;00:50;00:50;False;False;False;math;False;
16;CC;human;16;[3, 2];equation_4;00:50;00:50;True;False;False;False;False;
16;CC;human;17;[0, 0];madrid;00:53;00:03;False;False;False;False;False;
16;CC;human;18;[0, 1];paris;00:54;00:04;False;False;False;False;False;
16;CC;human;19;[0, 2];france;00:55;00:05;False;False;False;False;False;
16;CC;human;20;[0, 1];paris;00:58;00:08;True;False;False;False;False;
16;CC;human;21;[2, 0];result_3;01:01;00:03;False;False;False;False;False;
16;CC;human;22;[3, 3];equation_1;01:03;00:05;False;False;False;math;False;
16;CC;human;23;[3, 0];result_1;01:04;00:06;False;False;False;math;False;
16;CC;human;24;[3, 3];equation_1;01:05;00:07;True;False;False;math;False;
16;CC;human;25;[1, 3];italy;01:06;00:01;False;False;False;geography;False;
16;CC;human;26;[2, 3];spain;01:07;00:02;False;False;False;False;False;
16;CC;human;27;[2, 2];equation_3;01:09;00:04;False;False;False;math;False;
16;CC;human;28;[2, 1];result_2;01:14;00:09;False;False;False;math;False;
16;CC;human;29;[2, 0];result_3;01:14;00:09;False;False;False;False;False;
16;CC;human;30;[2, 2];equation_3;01:15;00:10;True;False;False;math;False;
16;CC;human;31;[1, 0];rome;01:16;00:01;False;False;False;geography;False;
16;CC;human;32;[1, 3];italy;01:22;00:07;True;False;False;geography;False;
16;CC;geography;33;[2, 3];spain;01:24;00:02;False;False;False;geography;False;geography
16;CC;geography;34;[0, 0];madrid;01:25;00:03;True;False;False;geography;False;geography
16;CC;math;35;[0, 3];buenos_aires;01:31;00:06;False;False;False;False;False;math
16;CC;human;36;[2, 1];result_2;01:37;00:12;False;False;True;False;False;
16;CC;human;37;[1, 1];buenos_aires;01:39;00:14;False;False;False;geography;False;
16;CC;human;38;[0, 3];result_2;01:40;00:15;False;False;False;math;False;
16;CC;math;39;[1, 2];argentina;01:41;00:16;False;False;False;geography;False;math
16;CC;math;40;[2, 1];equation_2;01:43;00:18;False;False;True;False;False;math
16;CC;human;41;[1, 1];result_2;01:46;00:21;False;False;False;False;False;
16;CC;human;42;[2, 1];buenos_aires;01:47;00:22;False;False;False;False;False;
16;CC;human;43;[1, 2];equation_2;01:49;00:24;False;False;False;math;False;
16;CC;human;44;[1, 1];result_2;01:49;00:24;True;False;False;math;False;
16;CC;human;45;[0, 3];argentina;01:50;00:01;False;False;False;geography;False;
16;CC;human;46;[2, 1];buenos_aires;01:50;00:01;True;True;False;False;False;
