id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
19;CI;human;1;[0, 0];result_3;00:07;00:07;False;False;False;False;False;
19;CI;human;2;[1, 2];rome;00:10;00:10;False;False;False;False;False;
19;CI;human;3;[0, 1];equation_3;00:13;00:13;False;False;False;False;False;
19;CI;human;4;[0, 0];result_3;00:17;00:17;True;False;False;False;False;
19;CI;human;5;[0, 3];buenos_aires;00:21;00:04;False;False;False;False;False;
19;CI;human;6;[2, 3];result_1;00:23;00:06;False;False;False;False;False;
19;CI;human;7;[0, 2];argentina;00:25;00:08;False;False;False;geography;False;
19;CI;human;8;[0, 3];buenos_aires;00:28;00:11;True;False;False;False;False;
19;CI;human;9;[2, 0];france;00:33;00:05;False;False;False;geography;False;
19;CI;human;10;[2, 1];result_2;00:37;00:09;False;False;False;False;False;
19;CI;human;11;[1, 1];result_4;00:39;00:11;False;False;False;False;False;
19;CI;human;12;[2, 1];result_2;00:40;00:12;False;False;False;False;False;
19;CI;human;13;[1, 2];rome;00:42;00:14;False;False;False;False;False;
19;CI;human;14;[1, 1];result_4;00:45;00:17;False;False;False;False;False;
19;CI;human;15;[3, 0];italy;00:47;00:19;False;False;False;False;False;
19;CI;human;16;[1, 1];result_4;00:49;00:21;False;False;False;math;False;
19;CI;human;17;[1, 0];spain;00:50;00:22;False;False;False;False;False;
19;CI;human;18;[2, 3];result_1;00:52;00:24;False;False;True;False;False;
19;CI;human;19;[1, 3];spain;00:54;00:26;False;False;False;False;False;
19;CI;human;20;[3, 2];france;00:58;00:29;False;False;False;False;False;
19;CI;human;21;[2, 1];italy;00:59;00:31;False;False;False;False;False;
19;CI;human;22;[3, 2];france;01:02;00:34;False;False;False;False;False;
19;CI;human;23;[1, 3];spain;01:03;00:35;False;False;False;False;False;
19;CI;human;24;[3, 1];result_4;01:05;00:37;False;False;False;math;False;
19;CI;math;25;[1, 2];equation_1;01:07;00:39;False;False;False;False;False;math
19;CI;math;26;[1, 0];madrid;01:08;00:40;False;False;False;geography;False;math
19;CI;human;27;[3, 0];result_1;01:13;00:45;False;False;False;math;False;
19;CI;human;28;[3, 2];france;01:14;00:46;False;False;True;False;False;
19;CI;geography;29;[2, 3];italy;01:18;00:50;False;False;False;False;False;geography
19;CI;geography;30;[1, 1];result_1;01:19;00:51;False;False;False;math;False;geography
19;CI;human;31;[1, 3];rome;01:22;00:54;False;False;False;geography;False;
19;CI;human;32;[2, 3];italy;01:22;00:54;True;False;False;False;False;
19;CI;human;33;[3, 3];france;01:26;00:04;False;False;False;False;False;
19;CI;human;34;[3, 0];spain;01:28;00:06;False;False;False;geography;False;
19;CI;geography;35;[2, 1];equation_4;01:30;00:08;False;False;False;math;False;geography
19;CI;human;36;[1, 2];equation_1;01:40;00:18;False;False;False;False;False;
19;CI;human;37;[3, 2];paris;01:43;00:21;False;False;False;False;False;
19;CI;human;38;[3, 3];france;01:45;00:23;True;False;False;geography;False;
19;CI;human;39;[2, 1];equation_4;01:50;00:05;False;False;False;math;False;
19;CI;human;40;[1, 0];equation_2;01:52;00:07;False;False;False;math;False;
19;CI;human;41;[3, 0];spain;01:53;00:08;False;False;False;geography;False;
19;CI;geography;42;[2, 2];result_4;01:54;00:09;False;False;False;math;False;geography
19;CI;geography;43;[2, 0];result_2;01:55;00:10;False;False;False;False;False;geography
19;CI;human;44;[1, 0];equation_2;02:00;00:15;True;False;False;math;False;
19;CI;human;45;[2, 1];equation_4;02:03;00:03;False;False;False;math;False;
19;CI;math;46;[3, 0];spain;02:05;00:05;False;False;True;False;True;math
19;CI;human;47;[1, 2];equation_1;02:09;00:09;False;False;False;False;False;
19;CI;human;48;[3, 1];equation_4;02:12;00:12;False;False;False;math;False;
19;CI;human;49;[2, 2];result_4;02:12;00:12;False;False;False;math;False;
19;CI;human;50;[3, 0];result_1;02:14;00:14;False;False;False;math;False;
19;CI;human;51;[1, 2];equation_1;02:16;00:16;False;False;False;math;False;
19;CI;human;52;[3, 0];result_1;02:16;00:16;True;False;False;math;False;
19;CI;human;53;[2, 1];spain;02:19;00:03;False;False;False;geography;False;
19;CI;geography;54;[1, 1];madrid;02:20;00:04;True;False;False;geography;False;geography
19;CI;geography;55;[2, 2];result_4;02:21;00:01;False;False;False;math;False;geography
19;CI;human;56;[3, 1];equation_4;02:25;00:05;True;True;False;False;False;
