id_player;experiment_condition;turn_token;turn_number;position_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
5;II;human;1;[0, 0];00:04;00:04;False;False;False;math;False;
5;II;human;2;[1, 3];00:12;00:12;False;False;False;False;False;
5;II;human;3;[2, 3];00:15;00:15;False;False;False;False;False;
5;II;human;4;[3, 2];00:17;00:17;False;False;False;False;False;
5;II;human;5;[3, 2];00:21;00:21;False;False;False;False;False;
5;II;human;6;[3, 0];00:22;00:22;False;False;False;False;False;
5;II;human;7;[1, 3];00:24;00:24;False;False;False;False;False;
5;II;human;8;[3, 0];00:27;00:27;False;False;False;geography;False;
5;II;human;9;[2, 3];00:29;00:29;False;False;False;False;False;
5;II;human;10;[3, 0];00:30;00:30;False;False;False;False;False;
5;II;human;11;[1, 1];00:35;00:35;False;False;False;math;False;
5;II;human;12;[0, 0];00:37;00:37;False;False;True;False;False;
5;II;human;13;[0, 3];00:40;00:40;False;False;False;math;False;
5;II;human;14;[1, 1];00:49;00:49;False;False;False;math;False;
5;II;human;15;[1, 2];00:51;00:51;False;False;False;False;False;
5;II;geography;16;[2, 1];00:57;00:57;False;False;False;False;False;geography
5;II;geography;17;[1, 0];00:58;00:58;False;False;False;False;False;geography
5;II;human;18;[1, 1];01:09;01:09;False;False;False;False;False;math
5;II;human;19;[3, 0];01:11;01:11;False;False;False;geography;False;
5;II;human;20;[2, 0];01:12;01:12;False;False;False;math;False;
5;II;human;21;[0, 3];01:12;01:12;False;False;False;math;False;
5;II;human;22;[3, 3];01:13;01:13;False;False;False;geography;False;
5;II;human;23;[2, 1];01:13;01:13;False;False;False;False;False;
5;II;human;24;[1, 1];01:17;01:17;False;False;True;False;False;
5;II;geography;25;[0, 0];01:20;01:20;False;False;False;geography;False;geography
5;II;geography;26;[3, 2];01:22;01:22;True;False;False;geography;False;geography
5;II;math;27;[1, 1];01:25;00:03;False;False;False;math;False;math
5;II;math;28;[1, 2];01:27;00:05;False;False;False;False;False;math
5;II;math;29;[2, 0];01:32;00:10;False;False;False;False;False;math
5;II;math;30;[1, 3];01:33;00:11;False;False;False;False;False;math
5;II;human;31;[3, 0];01:37;00:15;False;False;False;False;False;
5;II;human;32;[2, 0];01:40;00:18;False;False;False;math;False;
5;II;human;33;[1, 3];01:41;00:19;False;False;False;False;False;
5;II;human;34;[3, 0];01:42;00:20;False;False;False;math;False;
5;II;geography;35;[3, 1];01:44;00:22;False;False;False;geography;False;geography
5;II;geography;36;[2, 3];01:46;00:24;False;False;False;math;False;geography
5;II;human;37;[1, 1];01:49;00:27;False;False;False;False;False;
5;II;human;38;[1, 0];01:55;00:33;False;False;True;False;False;
5;II;human;39;[1, 0];01:58;00:36;False;False;False;False;False;
5;II;human;40;[3, 3];02:01;00:39;False;False;False;geography;False;
5;II;human;41;[2, 3];02:01;00:39;False;False;False;math;False;
5;II;human;42;[0, 1];02:15;00:53;False;False;False;False;False;
5;II;geography;43;[3, 1];02:17;00:55;False;False;False;geography;False;geography
5;II;geography;44;[3, 0];02:18;00:56;False;False;False;False;True;geography
5;II;human;45;[1, 1];02:22;01:00;False;False;False;math;False;
5;II;geography;46;[3, 1];02:32;01:10;False;False;False;geography;False;geography
5;II;geography;47;[3, 1];02:34;01:12;False;False;False;False;False;geography
5;II;human;48;[2, 3];02:37;01:15;False;False;False;False;False;
5;II;human;49;[3, 3];02:38;01:16;False;False;False;False;False;
5;II;human;50;[3, 1];02:43;01:21;True;False;False;False;False;
5;II;human;51;[0, 2];02:47;00:04;False;False;False;math;False;
5;II;human;52;[0, 3];02:47;00:04;True;False;False;False;False;
5;II;human;53;[2, 3];02:50;00:03;False;False;False;False;False;
5;II;human;54;[1, 3];02:51;00:04;False;False;False;geography;False;
5;II;human;55;[1, 3];02:52;00:05;False;False;False;False;False;
5;II;human;56;[1, 0];02:54;00:07;True;False;False;geography;False;
5;II;human;57;[3, 0];02:56;00:02;False;False;False;geography;False;
5;II;human;58;[2, 1];02:57;00:03;False;False;False;math;False;
5;II;human;59;[2, 2];02:59;00:05;False;False;False;math;False;
5;II;human;60;[2, 3];03:03;00:09;False;False;False;math;False;
5;II;math;61;[2, 2];03:04;00:10;False;False;False;False;False;math
5;II;math;62;[1, 2];03:06;00:12;False;False;True;False;True;math
5;II;human;63;[0, 1];03:09;00:15;False;False;False;math;False;
5;II;human;64;[3, 0];03:09;00:15;False;False;False;math;False;
5;II;human;65;[2, 1];03:10;00:16;False;False;False;geography;False;
5;II;human;66;[2, 0];03:10;00:16;False;False;False;math;False;
5;II;human;67;[2, 2];03:11;00:17;False;False;False;math;False;
5;II;human;68;[2, 3];03:11;00:17;False;False;False;False;False;
5;II;human;69;[3, 0];03:13;00:19;False;False;False;False;False;
5;II;geography;70;[1, 1];03:17;00:23;False;False;False;math;False;geography
5;II;geography;71;[2, 3];03:18;00:24;False;False;False;geography;False;geography
5;II;human;72;[0, 1];03:23;00:29;False;False;True;False;False;
5;II;human;73;[2, 1];03:26;00:32;False;False;False;math;False;
5;II;human;74;[2, 0];03:27;00:33;False;False;False;math;False;
5;II;human;75;[3, 0];03:28;00:34;False;False;False;math;False;
5;II;human;76;[2, 3];03:29;00:35;False;False;False;geography;False;
5;II;human;77;[1, 2];03:30;00:36;False;False;False;math;False;
5;II;human;78;[2, 1];03:32;00:38;False;False;False;math;False;
5;II;geography;79;[0, 1];03:33;00:39;False;False;False;geography;False;geography
5;II;human;81;[0, 1];03:37;00:43;False;False;False;math;False;geography
5;II;human;82;[3, 0];03:45;00:51;False;False;False;math;False;geography
5;II;human;83;[2, 1];03:46;00:52;False;False;False;False;False;
5;II;human;84;[2, 2];03:49;00:55;False;False;False;math;False;
5;II;human;85;[2, 3];03:53;00:59;False;False;False;geography;False;
5;II;human;86;[2, 1];03:53;00:59;True;False;False;geography;False;
5;II;geography;87;[1, 1];03:55;00:02;False;False;False;math;False;geography
