id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
14;CI;human;1;[0, 3];equation_2;0:4;0:4;False;False;False;math;False;
14;CI;human;2;[2, 1];spain;0:6;0:6;False;False;False;False;False;
14;CI;human;3;[3, 3];result_4;0:8;0:8;False;False;False;math;False;
14;CI;human;4;[0, 1];france;0:20;0:20;False;False;False;False;False;
14;CI;human;5;[3, 1];result_2;0:21;0:21;False;False;False;False;False;
14;CI;human;6;[0, 3];equation_2;0:22;0:22;True;False;False;False;False;
14;CI;human;7;[2, 0];equation_1;0:25;0:3;False;False;False;math;False;
14;CI;human;8;[1, 3];argentina;0:28;0:6;False;False;False;geography;False;
14;CI;human;9;[0, 0];equation_4;0:30;0:8;False;False;False;math;False;
14;CI;human;10;[3, 3];result_4;0:36;0:14;True;False;False;False;False;
14;CI;human;11;[2, 0];equation_1;0:38;0:2;False;False;False;math;False;
14;CI;human;12;[1, 2];result_1;0:38;0:2;True;False;False;math;False;
14;CI;human;13;[1, 0];paris;0:43;0:5;False;False;False;False;False;
14;CI;human;14;[0, 1];france;0:44;0:6;True;False;False;geography;False;
14;CI;human;15;[2, 3];buenos_aires;0:48;0:4;False;False;False;geography;False;
14;CI;human;16;[2, 1];spain;0:49;0:5;False;False;False;False;False;
14;CI;human;17;[1, 3];argentina;0:50;0:6;False;False;False;geography;False;
14;CI;human;18;[2, 3];buenos_aires;0:50;0:6;True;False;False;geography;False;
14;CI;human;19;[3, 2];italy;0:51;0:1;False;False;False;geography;False;
14;CI;human;20;[3, 0];equation_3;0:53;0:3;False;False;False;False;False;
14;CI;human;21;[1, 1];result_3;0:55;0:5;False;False;False;math;False;
14;CI;human;22;[3, 0];equation_3;0:56;0:6;True;False;False;math;False;
14;CI;human;23;[2, 2];rome;1:0;0:4;False;False;False;geography;False;
14;CI;human;24;[3, 2];italy;1:0;0:4;True;False;False;geography;False;
14;CI;human;25;[0, 2];madrid;1:1;0:1;False;False;False;geography;False;
14;CI;human;26;[2, 1];spain;1:1;0:1;True;True;False;False;False;
