id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
12;CS0;human;1;[0, 0];equation_3;00:17;00:17;False;False;False;False;False;
12;CS0;human;2;[0, 1];equation_1;00:21;00:21;False;False;False;False;False;
12;CS0;human;3;[0, 0];equation_3;00:24;00:24;False;False;False;False;False;
12;CS0;human;4;[0, 2];argentina;00:26;00:26;False;False;False;False;False;
12;CS0;human;5;[0, 0];equation_3;00:28;00:28;False;False;False;False;False;
12;CS0;human;6;[0, 3];result_2;00:29;00:29;False;False;False;False;False;
12;CS0;human;7;[0, 0];equation_3;00:31;00:31;False;False;False;False;False;
12;CS0;human;8;[1, 0];result_4;00:32;00:32;False;False;False;False;False;
12;CS0;human;9;[0, 3];result_2;00:34;00:34;False;False;False;math;False;
12;CS0;human;10;[1, 0];result_4;00:34;00:34;False;False;False;False;False;
12;CS0;human;11;[0, 1];equation_1;00:37;00:37;False;False;False;math;False;
12;CS0;human;12;[2, 1];buenos_aires;00:41;00:41;False;False;True;False;False;
12;CS0;human;13;[0, 3];result_2;00:43;00:43;False;False;False;False;False;
12;CS0;human;14;[0, 1];spain;00:46;00:46;False;False;False;geography;False;
12;CS0;human;15;[2, 1];argentina;00:47;00:47;False;False;False;False;False;
12;CS0;human;16;[0, 1];spain;00:51;00:51;False;False;False;False;False;
12;CS0;human;17;[2, 0];result_3;00:53;00:53;False;False;False;False;False;
12;CS0;human;18;[0, 3];result_2;00:55;00:55;False;False;False;False;False;
12;CS0;human;19;[2, 1];argentina;00:56;00:56;False;False;False;False;False;
12;CS0;human;20;[1, 2];equation_3;00:58;00:58;False;False;False;math;False;
12;CS0;human;21;[2, 3];france;00:59;00:59;False;False;False;geography;False;
12;CS0;human;22;[3, 1];madrid;01:01;01:01;False;False;False;geography;False;
12;CS0;human;23;[3, 1];madrid;01:01;01:01;False;False;False;geography;False;
12;CS0;human;24;[0, 1];spain;01:01;01:01;True;False;False;geography;False;
12;CS0;human;25;[3, 0];equation_4;01:03;00:02;False;False;False;False;False;
12;CS0;human;26;[0, 3];result_2;01:14;00:13;False;False;False;math;False;
12;CS0;human;27;[1, 3];equation_1;01:14;00:13;False;False;False;False;False;
12;CS0;human;28;[0, 0];result_4;01:18;00:17;False;False;False;False;False;
12;CS0;human;29;[0, 2];paris;01:20;00:19;False;False;False;False;False;
12;CS0;human;30;[2, 2];italy;01:22;00:21;False;False;False;False;False;
12;CS0;human;31;[2, 1];argentina;01:24;00:23;False;False;False;geography;False;
12;CS0;human;32;[1, 1];equation_2;01:24;00:23;False;False;False;math;False;
12;CS0;human;33;[1, 1];equation_2;01:25;00:24;False;False;False;False;False;
12;CS0;human;34;[0, 3];result_2;01:27;00:26;True;False;False;math;False;
12;CS0;human;35;[3, 2];rome;01:27;00:00;False;False;False;False;False;
12;CS0;human;36;[2, 2];italy;01:29;00:02;True;False;False;False;False;
12;CS0;human;37;[1, 2];equation_3;01:32;00:03;False;False;False;False;False;
12;CS0;human;38;[0, 2];paris;01:34;00:05;False;False;False;False;False;
12;CS0;human;39;[2, 1];argentina;01:36;00:07;False;False;False;geography;False;
12;CS0;human;40;[2, 0];result_3;01:37;00:08;False;False;True;False;False;
12;CS0;human;41;[2, 3];equation_1;01:39;00:10;False;False;False;False;False;
12;CS0;human;42;[0, 0];result_4;01:41;00:12;False;False;False;math;False;
12;CS0;human;43;[2, 0];buenos_aires;01:42;00:13;False;False;False;False;False;
12;CS0;human;44;[1, 2];equation_4;01:46;00:17;False;False;False;False;False;
12;CS0;human;45;[2, 1];france;01:47;00:18;False;False;False;geography;False;
12;CS0;human;46;[0, 2];result_1;01:48;00:19;False;False;False;False;False;
12;CS0;human;47;[3, 3];argentina;01:51;00:22;False;False;False;geography;False;
12;CS0;human;48;[3, 0];paris;01:51;00:22;False;False;False;False;False;
12;CS0;human;49;[3, 0];paris;01:53;00:24;False;False;False;False;False;
12;CS0;human;50;[2, 1];france;01:54;00:25;True;False;False;geography;False;
12;CS0;human;51;[1, 2];equation_4;01:56;00:02;False;False;False;False;False;
12;CS0;human;52;[1, 3];result_3;01:58;00:04;False;False;False;math;False;
12;CS0;math;53;[0, 2];result_1;01:59;00:05;False;False;False;math;False;math
12;CS0;math;54;[2, 3];equation_1;02:01;00:07;True;False;False;math;False;math
12;CS0;human;55;[1, 0];equation_3;02:05;00:04;False;False;False;math;False;
12;CS0;math;56;[1, 3];result_3;02:06;00:05;True;False;False;False;False;math
12;CS0;math;57;[0, 0];result_4;02:07;00:01;False;False;False;math;False;math
12;CS0;human;58;[1, 2];equation_4;02:12;00:06;True;False;False;math;False;
12;CS0;human;59;[3, 3];argentina;02:12;00:00;False;False;False;geography;False;
12;CS0;human;60;[2, 0];buenos_aires;02:13;00:01;True;True;False;False;False;
