id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;robot_speech;wrong_card;subject
11;CC;human;1;[0, 1];equation_2;00:06;00:06;False;False;False;math;False;
11;CC;human;2;[2, 2];rome;00:09;00:09;False;False;False;geography;False;
11;CC;human;3;[0, 1];equation_2;00:11;00:11;False;False;False;False;False;
11;CC;human;4;[2, 1];italy;00:12;00:12;False;False;False;False;False;
11;CC;human;5;[1, 2];buenos_aires;00:15;00:15;False;False;False;False;False;
11;CC;human;6;[3, 0];france;00:16;00:16;False;False;False;False;False;
11;CC;human;7;[2, 1];italy;00:19;00:19;False;False;False;False;False;
11;CC;human;8;[3, 0];france;00:21;00:21;False;False;False;geography;False;
11;CC;human;9;[0, 1];equation_2;00:21;00:21;False;False;False;False;False;
11;CC;human;10;[0, 3];equation_4;00:23;00:23;False;False;False;False;False;
11;CC;human;11;[0, 1];equation_2;00:25;00:25;False;False;False;math;False;
11;CC;human;12;[3, 3];equation_3;00:29;00:29;False;False;True;False;False;
11;CC;human;13;[0, 3];italy;00:36;00:36;False;False;False;False;False;
11;CC;human;14;[2, 1];argentina;00:37;00:37;False;False;False;False;False;
11;CC;human;15;[2, 2];equation_3;00:39;00:39;False;False;False;False;False;
11;CC;human;16;[1, 2];paris;00:40;00:40;False;False;False;False;False;
11;CC;human;17;[3, 0];result_3;00:42;00:42;False;False;False;False;False;
11;CC;human;18;[0, 2];result_2;00:43;00:43;False;False;False;math;False;
11;CC;human;19;[0, 0];equation_1;00:44;00:44;False;False;False;False;False;
11;CC;human;20;[3, 3];rome;00:45;00:45;False;False;False;False;False;
11;CC;human;21;[2, 0];buenos_aires;00:47;00:47;False;False;False;False;False;
11;CC;human;22;[2, 3];equation_2;00:48;00:48;False;False;False;False;False;
11;CC;human;23;[3, 1];spain;00:49;00:49;False;False;False;False;False;
11;CC;human;24;[1, 1];madrid;00:51;00:51;True;False;False;False;False;
11;CC;human;25;[2, 2];equation_3;00:53;00:02;False;False;False;False;False;
11;CC;human;26;[0, 3];italy;00:54;00:03;False;False;False;False;False;
11;CC;human;27;[3, 2];result_4;00:55;00:04;False;False;False;False;False;
11;CC;human;28;[2, 2];equation_3;00:57;00:06;False;False;False;False;False;
11;CC;human;29;[2, 3];equation_2;00:58;00:07;False;False;False;False;False;
11;CC;human;30;[2, 2];equation_3;01:00;00:09;False;False;True;False;False;
11;CC;human;31;[1, 2];buenos_aires;01:02;00:11;False;False;False;False;False;
11;CC;human;32;[2, 2];result_3;01:03;00:12;False;False;False;False;False;
11;CC;human;33;[1, 2];buenos_aires;01:04;00:13;False;False;False;geography;False;
11;CC;human;34;[2, 1];argentina;01:05;00:14;True;False;False;geography;False;
11;CC;human;35;[0, 0];result_1;01:06;00:01;False;False;False;math;False;
11;CC;geography;36;[0, 2];result_4;01:08;00:03;False;False;False;False;False;geography
11;CC;geography;37;[2, 3];result_2;01:09;00:04;False;False;False;False;False;geography
11;CC;human;38;[0, 1];equation_3;01:15;00:10;False;False;False;math;False;
11;CC;math;39;[0, 1];equation_3;01:16;00:11;False;False;False;False;False;math
11;CC;math;40;[2, 2];result_3;01:17;00:12;True;False;False;False;False;math
11;CC;human;41;[2, 0];france;01:22;00:05;False;False;False;geography;False;
11;CC;human;42;[2, 3];result_2;01:23;00:06;False;False;False;False;False;
11;CC;human;43;[1, 3];paris;01:25;00:08;False;False;False;False;False;
11;CC;human;44;[2, 0];france;01:26;00:09;True;False;False;geography;False;
11;CC;math;45;[3, 0];italy;01:28;00:02;False;False;False;False;False;math
11;CC;human;46;[2, 3];result_2;01:31;00:05;False;False;False;math;False;
11;CC;human;47;[0, 2];result_4;01:32;00:06;False;False;False;math;False;
11;CC;human;48;[3, 2];rome;01:33;00:07;False;False;False;geography;False;
11;CC;human;49;[3, 0];italy;01:33;00:07;False;False;False;geography;False;
11;CC;human;50;[3, 2];rome;01:33;00:07;True;False;False;geography;False;
11;CC;math;51;[0, 3];equation_2;01:34;00:01;False;False;False;math;False;math
11;CC;math;52;[2, 3];result_2;01:35;00:02;True;False;False;math;False;math
11;CC;geography;53;[1, 0];equation_4;01:39;00:04;False;False;False;math;False;geography
11;CC;human;54;[0, 2];result_4;01:43;00:08;True;False;False;math;False;
11;CC;geography;55;[3, 3];equation_1;01:44;00:01;False;False;False;math;False;geography
11;CC;math;56;[0, 0];result_1;01:47;00:04;True;True;False;False;False;math
